time,s1,s2,s3,s4,s5,s6
0.0,2.8273375761321424,11.738754995392847,5.893826620851933,-2.5204824669896158,-9.916032770736098,6.194359147449719
0.5,4.325260318313103,7.897705356548407,14.097477004101343,-2.7715358917831656,-7.800938606979571,5.349099103420636
1.0,-4.670068607877703,5.96087652838597,-0.05997212114095074,-6.759984118419626,-12.302308059282208,4.000812365288416
1.5,4.805042293536948,12.004994634502527,6.88896466993636,0.2131901426932883,-6.018414698123126,4.679860236759747
2.0,2.8905896534600473,9.245188810674959,13.098740755152875,4.755259266712833,-12.3621688643215,-6.444862033286292
2.5,6.96548653278069,13.551234303368291,13.359640705024155,-1.4199724145218258,-2.8054531604502024,5.0746514428816845
3.0,0.920576780381178,9.788981949909317,10.162294016272572,2.5612677273460926,-4.592143712210666,0.7071020526310061
3.5,1.5885661173292696,10.388040115301926,4.1041435150682,5.353082508621473,-9.733772428672934,19.56798754590846
4.0,0.4029873372329067,25.15391361965969,3.2876762834837647,-5.533339069151676,-3.4712964310509924,-5.061323791151393
4.5,-1.1289037095369492,8.221317879428263,-1.0617031743694554,3.762145236159898,-9.994055712771965,14.1885200740011
5.0,1.3032227315158995,2.4667291153027424,12.257062980693377,-0.5297056481084703,-8.205901630035877,5.827828848307613
5.5,3.1011795376822144,10.863637249653568,9.57375735852205,2.5776621341822463,-4.674057085838576,4.301045072638498
6.0,2.060831710307728,9.659373297796964,8.090494646898165,-5.390141005157808,-6.319961012373117,10.0837860396534
6.5,1.0587002915468504,7.5125778134706644,9.458137031492782,-0.20452846359068433,6.487160038608235,9.56034697595841
7.0,1.6223498375636713,10.1812459226398,-0.5101783272173339,0.8277890228857931,-8.529101451981179,1.4923501366509297
7.5,5.966752433292051,13.397907542983138,0.285978385323137,-1.7599100416993174,-1.4882686385689565,-1.701668297546819
8.0,5.531584977965184,12.28276254185866,10.114583784952343,-3.8220514919856576,-7.619447596966335,1.9794050138600587
8.5,-4.614716413961689,12.745329887860061,6.267226758098991,0.03320556048456946,2.416060510879606,-0.6833959130626006
9.0,-7.426558029605039,15.222083568705035,6.169479081111266,3.1731626163526307,-2.8697629218365894,2.2537024802113526
9.5,-12.837046989447058,11.217810950506525,9.186264011975036,0.13370681099665782,0.36890823486635327,6.209606804049005
10.0,9.627075196923757,-0.7239370480249683,4.591873422750741,7.222942947628059,-10.830684449114216,7.062927841135878
10.5,1.656948510463701,10.46256169586892,3.010699893698249,3.004476160124224,-1.5070583767670485,10.09339439620718
11.0,-1.6794058486743488,-4.122395145152222,-0.545132792372744,3.692392962054351,-13.119748787269163,9.384842502914022
11.5,-0.7219324319190534,4.959300187103354,1.821478648958868,7.477064835862805,-3.9747224467715787,-5.298075074218078
12.0,3.1741876037710774,16.170390220315088,1.7115055995345836,8.271807911947022,-4.178122407216813,5.9510295092950445
12.5,-10.17090507802849,13.563500708696004,4.903602123869638,5.833135475621808,-3.50141487716201,0.681208837002699
13.0,-3.3642654159378385,0.33806085597417024,0.12658026159540814,2.208103107627398,-6.79595736041361,12.421942339129615
13.5,-9.772935941092067,4.433008978918121,-0.9736356383038745,-0.3497746612515409,-17.25373984453343,4.5864643314814835
14.0,-6.209512280249871,3.689601350244483,6.0427274722416575,1.5967614583551246,-13.645132270238896,17.285417585847952
14.5,-2.424291802384658,8.354865312055443,0.5981637102471984,-4.845063638187762,-9.578819157569871,4.121631514946152
