time,s1,s2,s3,s4,s5,s6
0.0,-0.06616841902389403,3.361569948516588,-9.461524706845694,1.8055025930623168,12.339747280919632,2.6862331486683084
0.5,11.59804433629698,1.331807666269517,0.6275143673434034,5.897586253378691,9.842317309991616,1.7374566889454606
1.0,0.6250457468281603,-5.4674536081308815,4.2932473590631375,8.382975752564528,10.617733311931378,7.880124294176095
1.5,-1.3155176474491572,-4.390742901968447,-2.700132066481581,-3.926321460727255,8.868468771412482,8.465441408043379
2.0,3.5570419146034316,-13.593564010597678,-4.71571687289222,-4.684221077170914,1.817924903147115,3.7709670142997362
2.5,10.514275785847133,-3.3484745064839836,-6.4184133143876565,7.546651311982622,12.226824934225395,4.829362210518971
3.0,-1.0932227997278416,0.0922698795260408,-2.450181330350735,3.707062426013783,4.036421847941069,0.19113243031903826
3.5,7.486222524510412,-7.930730104955183,-5.13331701775488,5.3728286534452,14.401880490984139,7.049651203727142
4.0,0.9639237567102361,-2.1633768727075244,-8.70250507544201,2.5496856008203173,8.430053416773235,1.7497041647381555
4.5,5.650760493964794,4.919388446801912,-8.370678407326585,-3.366731509439683,3.504884800444458,5.212512937435004
5.0,-2.9393885777927515,8.696075301108378,-10.156543500311166,4.402907698744938,12.236629466664958,7.9258732617867995
5.5,3.6280048678181647,0.07468248536029379,-17.986625960574223,-0.6003409291919941,9.712108528455857,7.08250441548493
6.0,11.372789195138921,-2.355105620450269,4.667185740395441,6.187948789833989,6.543029081696522,2.938958463884065
6.5,-5.358247479455367,-12.251299150358165,-7.147444623877502,5.271220306824101,11.752839139034343,1.1801541185170397
7.0,9.703541746597162,-4.632332358352829,1.1350088203243622,-3.4247807471371337,8.829876803561353,5.59664992525192
7.5,8.811159569719635,-4.350690939865064,-12.603033657477559,5.4351606238132835,9.382020077395072,-3.7293976713516663
8.0,-0.14248739108593522,-0.6741983071572636,-6.075220315302085,-0.9137896170171755,-5.570333827133229,2.0023629807127796
8.5,1.4968719602341984,4.1916304105741204,-9.832865928871197,3.63165836272061,10.131020983994834,5.397894343986663
9.0,3.5779843153325825,2.6712897389620056,-7.251335539152001,-4.2056322630570815,7.984316296908057,5.448645431565948
9.5,-1.2775855644500052,10.296197456501574,-8.406938623692325,5.9779818760816275,13.38808838631376,1.8989456742187634
10.0,5.778093221833083,3.5007046794307195,-11.445220844356957,12.083324994112443,10.517021961820637,0.998450148999344
10.5,4.694255109959844,-0.2283621119505072,-6.618513005740063,5.535350473023205,14.270466035055383,-1.4487667142352025
11.0,3.1952869817015612,-1.9014434980144732,-2.5838259707964095,-3.113641565120889,21.86728216486018,5.771986030562921
11.5,6.013035944980497,8.545451787712548,-9.023892310582937,7.063903862791145,10.29169989542757,4.588244276290419
12.0,4.024505950887938,-5.097810566338026,-7.088641734336436,2.9636165252109317,13.28589648373892,9.753601849244816
12.5,-9.04843765930548,5.05624500472838,-6.31911266198806,0.6361807191145012,-5.273172384294934,6.808957706089471
13.0,0.2764777239956113,2.2143472577570242,-4.402374178037698,2.067428998253779,10.441216673129908,3.3578714590741034
13.5,5.5681653032038625,2.475428815535857,-10.619415139830895,-0.991347584924049,6.002915445953062,-6.182453338977606
14.0,-0.5550915135649759,-1.9776887210774068,-9.819246772629889,-6.902462263723695,-0.6574652406167303,10.708749632999316
