time,s1,s2,s3,s4,s5,s6
0.0,-1.5646104265424734,-7.331595874356491,-8.41380142362778,1.5119553119152718,-5.181581404409673,3.0586143856650367
0.5,-6.059209281882339,-4.986457879903882,-4.649255806769006,2.3594079403070083,12.869743187079196,0.6924458707611634
1.0,-0.5335393296686015,-4.4371972327711,-6.980771249159017,10.48759523091469,22.571582289947727,6.265229221695592
1.5,-4.423585763258972,-8.17269652904356,-13.371453352533617,18.91914757263466,8.767588324073962,-7.967545489040999
2.0,-3.969820895845716,0.9773477047162942,-6.343462521230135,-1.0356532539878351,9.973576148137784,-8.133848326428362
2.5,3.3603415497519125,-0.4132694618577277,-11.403015691480363,8.143959838612425,1.8774152757623987,-5.76472837883748
3.0,-0.6691422239808027,-7.965101709368357,-5.165950592229828,1.9624646423852068,14.573386978047495,-1.9167201096959494
3.5,2.485405604590377,-0.07724844207423942,-1.4108091064653845,9.26025794962272,13.132077801569931,2.630934814648617
4.0,-11.648520646112662,3.3450223201347757,3.667077294954005,-0.19440599858716423,6.379867993110112,5.022038261083345
4.5,-6.836313316140952,-1.7849066379874197,-11.091540013008338,-5.879101446353252,14.309630215605733,2.8936735022389315
5.0,2.014343293744955,-11.803373873291266,-8.748897291088493,8.034210748066403,16.51809878081217,-1.0796761852962373
5.5,-3.9413345498976065,-10.283664890401974,-10.993259445901614,-0.8478044446844955,14.797609615076038,0.10452098761246287
6.0,-1.358778521158916,-4.991739727084623,-8.366151603602171,4.755472665539791,9.634657075506164,-2.0197475179158872
6.5,-10.207317559491361,1.5543861935951178,-13.0165536309018,-5.045539794911994,7.369694832028401,-1.3053507698990705
7.0,-5.780810376509806,-3.727654942703056,0.23274727370930393,5.06877001899064,17.69949702117505,3.3536439561450155
7.5,-4.522215355948889,-4.306783705684815,-3.8089102282357,-5.8179270350322625,16.117274314960728,5.246459019663862
8.0,-10.906747021786138,-1.9033727950547012,-6.075499490092666,5.556350895090599,10.975392176979668,1.9663556465287744
8.5,-7.518695491748264,-6.721964627215845,-9.238587309962861,3.1053939889865285,10.269553674186511,-2.541335874366622
9.0,-0.30797064787336215,-13.534034328479658,1.8376159852587026,13.376457688444102,9.836614429290439,1.6460730698019383
9.5,-7.975964678976347,-1.1939065968736893,-2.3146857923335773,-3.127891910712984,14.368675112532593,2.308443946019538
10.0,-9.127965209627682,-3.925550239752202,-5.777194636570012,-1.4584515173729597,18.79790279939831,-0.8616021005015686
10.5,-5.465829827710541,-5.046712414661612,-2.3905075931548225,8.585850850749502,14.688219630544626,6.045846109278907
11.0,0.5649311812196087,3.4694473568984616,-6.71341243825516,4.579668276407341,11.4620143319666,3.2334053505912044
11.5,-6.966473447049022,-13.81426726875667,-3.6643434932588295,0.12581968029565527,2.816179432008192,6.500044170578327
12.0,5.182417322959753,-1.7347432712178783,4.660917420872309,9.265794486544522,13.756494731806441,-1.3183264545511335
12.5,3.9281806450064822,-2.595271930205274,-6.807778577167295,5.433381399214259,13.045331992309,2.59959361893667
13.0,-3.87391728927611,-6.991905802945191,-5.795396621987982,-0.5835658029856088,6.08181489056374,3.918522462744709
13.5,-0.4275046150442732,-13.328043291035186,-11.013694757329485,9.705745188641972,9.71678536527271,-2.8300209303889035
14.0,-3.499652818799195,-3.2129978475840235,-6.415287664830415,-5.741712177831873,8.425706694805845,-4.868780982635382
