time,s1,s2,s3,s4,s5,s6
0.0,7.831214080016664,0.04579501615339421,-5.271584743582212,6.795042521569573,7.6378919178808,-14.86741833636415
0.5,7.048591524323924,-0.7958517999929846,-14.606493263791792,8.875918989437872,-2.5198041946598373,-10.187160513302093
1.0,4.361786384977773,-3.6244165363620624,-4.906103465938053,14.234720505218041,11.514056309857938,-11.868497432675799
1.5,9.226512064841332,-13.405203382132262,1.1515040569369654,4.319280406590059,9.14544286872075,6.13047214411224
2.0,9.651010422170458,1.2918216496557617,-1.4452150999899143,12.790142274479793,11.440943108631018,-10.730512130648407
2.5,11.953948937339824,-2.675162438986212,-3.746306436369143,14.909768902339279,12.742912392760914,-13.774669061903069
3.0,11.490067830727806,-0.1751819602763911,-9.229367322292662,-1.8033320228274086,6.7330928652205335,-10.742800737059428
3.5,4.445251409556113,-9.696010103030433,-9.56816210371043,10.798839375975765,10.342891634743822,-14.846896041587772
4.0,8.332549625922873,-2.4180153240608466,1.2019348768637501,5.402560876593299,-2.8427557435248154,-14.367221753737823
4.5,10.277711254195282,3.6767346420950098,-6.09342701834361,16.485619159012725,8.037291545317208,-20.867360880505757
5.0,12.474029052404038,-1.5295082296926328,-6.492518067700528,11.189001618435164,9.429853125772008,-10.48812344671262
5.5,8.052110991163337,-9.716352488089296,-1.7884699471313592,-2.865872076127106,7.165611877429398,-5.396556966317055
6.0,-2.118616552949918,-12.423740267459895,-7.18516236695788,0.6555811804974478,-4.757225315753988,-6.863243320025874
6.5,12.127145334115653,-8.894072548813947,-2.489407292879442,11.828753604109195,2.7056672203627645,-12.037399860465767
7.0,0.2364833702482354,-5.333893715098904,-16.057250847980185,11.662547337033056,4.950363570752655,-4.767725837134354
7.5,1.4144949741978392,-7.695970517730354,3.429367307943174,9.863293804395768,15.527742862331515,-9.305585757562696
8.0,7.591176655119948,-6.057511962044574,1.5006601268516624,11.90421205754948,2.8912774553900933,-3.207375550859915
8.5,6.580379323861249,-4.240325303847607,-1.8458691985381206,6.277456205725988,14.62806645373455,-12.228264254626321
9.0,14.764268510053684,-2.409772092959943,-14.177667430799742,10.259059634845874,3.1115610414466435,-8.605917758668136
9.5,8.942193137100084,-18.35078602574223,-7.493063538744545,9.331810105245792,2.9925200619264922,-11.619945261236971
10.0,19.06559846622127,-7.4720308926592,-3.9630343767628613,7.794762736207204,11.843056643847989,-2.655357313385438
10.5,13.658394046312232,-5.663893748558076,-10.061075561700573,5.785745816679474,11.270916060306796,0.05825557574975093
11.0,3.3795347077039697,-2.298942624748514,-9.65100891049518,6.99660261708427,4.739586654159639,-21.265016734391907
11.5,10.17905666547151,-2.567255944276192,-3.226434258330217,11.578151462877049,3.791021074844474,-7.811793837380089
12.0,2.153456349266058,-5.407774653705159,-0.9907549650435499,1.0324008658869266,21.854908733922183,-11.999491314957131
12.5,10.339722736976247,-0.07060076497226397,-12.560974663400586,2.6410424973524433,8.287080139578121,-1.158673369238155
13.0,7.075949924148689,-6.162689672762301,-5.351626385919878,11.117532206655985,-2.285577166291704,-14.668228132463291
13.5,9.878467056544919,4.660036961405625,-4.551564062361308,9.236243107856142,4.824810076789013,-9.0655608853765
14.0,6.1523171069042455,-9.004688958879695,-5.061021932745253,2.873261933603871,4.859878405172751,-10.321799454341601
