cuDensity,cuThermCond,cuSpecHeat
8849.552585112497,316.4896337254826,475.6775017557509
9629.617705942457,436.9851933700621,451.4076049662297
8410.604453011392,359.22715902168807,370.3599553604871
8975.371339497779,416.47826524069285,449.37853268302985
8156.445698891583,442.453148757014,445.32246149219264
8459.352149814513,356.8772214009995,384.823342135787
8579.132597089105,389.1226230328779,404.7124490371069
7053.382644791689,390.0646096576778,475.59584804048774
9089.580559104266,392.7956260933462,407.49983016500556
8722.190529817506,401.8631496794566,450.089435540279
8927.165575257259,358.6261036769727,370.1596754206653
9341.78731837359,331.6965225563658,431.3943784686142
8167.670465446689,359.0736435390024,403.9826853136389
9791.455564390511,416.1419312427417,420.03742041834056
9539.06237405903,277.7026352835488,348.27753182380343
7693.296642097721,357.1570964362227,447.62312256767683
9357.73094658332,326.99855725361147,321.44217603778065
9022.551234531156,358.5989615324875,460.2994135016236
9275.635751364625,310.429489829797,348.889203134343
8632.901110577532,394.43324582156885,352.45482355946
8466.622508949127,449.5812336936014,395.2938790426491
8185.165538497197,334.7922218464368,360.53042624738544
7774.022314279949,374.7756800848663,415.05880069533515
8898.423171275886,396.8206767232363,402.97632310238026
7974.657177909951,391.75744786881484,350.48373856380624
8846.558675098477,452.6246088754814,332.00951532516655
9211.479585324998,391.70905960373665,431.5611218364255
8785.803860460404,374.2497197619494,441.93500161676815
8509.344900508671,413.06863787062895,406.72339922096035
7976.89314927094,359.50567981570424,455.4486523428103
9725.656282541979,437.11128411161894,356.52578104163086
9546.542962053936,357.94595195817146,427.55026423365297
8856.835612600054,381.9304356023483,329.7307951250094
8676.596358930074,354.74393304297837,372.96550278634845
9348.581897316488,332.43787677894727,444.36802774717233
9270.333867212516,359.6019638569187,380.4292977573025
9590.21365706046,372.4493881719017,407.5653607708933
11256.891106694768,356.2132477718631,334.53544018878245
9236.816181076858,357.22370165246775,414.24843436028914
8858.52512070383,428.688980769054,422.6885301323918
9431.313358357751,377.02375821650895,324.26394385440364
9172.764533559273,428.67514810506117,378.8030633671258
9778.195752743057,416.10708785844287,380.62664832172874
8787.379629131607,429.57868026335456,441.3447381956957
8735.972434834359,320.05824830978924,428.4551973719764
9570.158742072568,431.4131760185091,374.20802455269006
7881.542297576544,338.89495181653876,366.1428489557287
9080.937832704129,343.39371651001807,492.12024613303686
8757.188296699478,403.9375398879225,377.99521857451293
8270.17642102725,398.628850466224,395.55879854451297
8123.4268520349915,324.8746923996501,345.2323177576444
10158.972268607335,349.05238795171783,412.02916881760666
9448.865212065364,417.08517601226544,366.5501180394374
8186.744789251601,431.3896623319297,437.47513042437316
9424.499029113218,347.7646226292713,448.5252645781428
8549.271251047468,411.6057403381458,322.54720332095144
7899.613680317332,319.4063029647365,396.9267063092351
9390.77199009267,382.49009337295604,444.5840142915106
9077.660155514928,399.81193682687,402.12591952226273
9753.167447360267,372.64690085736214,391.03581765824816
9038.444118970036,411.91643016177966,498.1061000164059
9429.310001162861,348.1961208129939,346.04496802898234
8289.03278571783,413.5388789036171,376.6977740404739
8179.176525341052,362.0619927321918,369.84078182225335
8344.529538394198,396.75449766564753,397.67082374223514
8414.645915166384,397.5972685269553,427.1960710898699
9047.729746666215,372.43277334025095,402.6290829031766
7801.978763690722,402.30690035574474,493.0543949047643
6880.31446660746,381.57961691694237,404.08265064365304
10099.417040744102,382.7674890696065,426.3830950818937
7697.794790279046,375.97261281246693,407.578530067941
9656.07450619881,295.6912824545057,369.2516571607363
7960.543919197935,447.88591220183923,476.6277157099729
9431.023260227528,415.6132160640497,370.81656013104
7859.153009824734,366.9598738828277,486.3494624141017
7869.67775221654,335.41864830427,465.9276053698653
8566.217091871815,434.732433090062,324.61199085840303
8325.313012274475,423.3184569979814,376.633959552526
11576.423922549973,376.8967409060969,397.0533471369072
10035.48066702024,339.33368394669833,387.7973482193594
7968.380755640925,423.82450219805656,455.5011106620029
8169.2109423557595,409.6017222634354,447.8654616190555
7805.541664274496,383.2768847158437,320.07871046842075
8031.864642039755,363.3032426196372,353.8731442990478
9113.514283285445,355.8606100711724,395.39173338390543
8787.957831864089,417.1860498769914,366.59353953785444
8515.272820858547,374.0814867909027,418.34899799755294
9067.644700141173,378.5861415258868,436.36883493131455
8238.410938751842,419.39271443749857,401.8148868511967
10941.121758544688,407.291783434623,412.6175435460423
7730.343141326507,343.45312765418373,379.7751347756995
9995.542184640752,405.5838187869848,474.0065075437331
7462.761162996865,395.4730024386745,386.370157001631
8524.710117670744,465.02774482562836,346.73636947411603
9149.70412981325,385.16666750106253,373.8027102006858
6879.2114613305985,373.0450789238222,433.3154679226934
8200.191732902951,383.88410697776237,501.5130878991167
8820.20624217687,365.5097656148616,408.5265956895173
10028.91035135118,392.8067836002105,424.80212759366697
8676.72390187623,406.2817579934565,452.53523853855944
8969.641360453234,352.8401706654318,376.84814648556517
8293.514033053943,409.41605198854967,429.49859237055057
8186.647964227882,291.644224740317,426.2452530158652
9085.308404115416,398.6408907909744,331.3132789197446
9595.510062521225,458.5870042178981,379.0943515445905
8471.020159442885,351.8380404676917,384.45511624877827
9047.993067529918,369.8767311621635,389.28423480210773
9828.414179518908,365.0359223377899,428.12754914213906
8451.430881960392,395.18466319876137,375.8086049693676
10164.920828853352,410.2815649592345,403.47819006780685
8636.818314156908,371.8967102000922,366.69091367873773
9708.790176685196,373.1114713039368,405.8415288953167
9865.59680814808,372.72573545958704,343.1572563842879
10161.37714334063,389.859614623424,436.3654036570747
9556.656369205377,335.1893289484726,409.59260385908897
9218.996211836178,364.68169728575737,439.6627278693272
9947.936575619357,383.27653401593454,402.7844562323102
8608.512090100088,442.40567528068055,352.125882652614
8290.910522170947,345.63976404310034,365.49729847353905
8066.647862092714,381.09614102584646,423.94818846954234
9347.562486002083,334.08396851287466,406.4136809217008
8489.537528402176,358.3614449021142,410.0073082600006
8431.023643205663,380.50801329920273,429.3220286440289
8845.729893657268,438.8981862765146,396.13200088661455
8773.189883678748,379.2081843712632,451.59444898570854
9571.241573359317,381.993013158034,406.64522895123946
9543.820090705025,380.7858219254023,381.2732785481128
9274.6102505491,404.5162651913539,459.3301920682675
6791.330963463152,347.33271668686876,365.5256843515652
8371.585857053737,401.31282549221385,476.33300310318873
9205.52101721724,472.08632597885634,423.93742693331046
7260.98540765483,362.5410337832326,370.45533849260136
8803.078812002837,467.8810748213444,402.0204748491866
7919.02382357998,372.29881394067,422.45874700451213
8966.765741979569,412.40822067478393,463.88878963849083
8886.308571555224,417.3723036289904,367.0159047554323
9202.237131138367,372.377421949816,411.34398534745145
9932.135837153806,384.95800964306284,313.77618507070343
10029.533042029107,417.35750771702857,413.55827650672
10086.277968280014,350.57774126642363,398.41481744116504
8464.77294186144,390.35303280292845,397.95788247685255
7258.707560889368,413.11474018947285,353.7882109776925
9886.640053559466,400.4130243888021,342.7622309028173
7653.395133001597,397.2916334046942,425.62116460817225
8226.295295086964,382.7094946772862,350.2928654857279
10586.183303925598,414.18599947954294,422.1106998446076
8545.252733199699,379.16427662350753,390.5837080950255
9187.198525789798,447.58598448924,393.0155157845249
10167.885671212522,379.74476503346176,393.4180938777962
8055.669743748255,444.67224998851117,444.6967921043165
7714.579715046559,398.2260778227653,359.71051611399855
7926.622755276124,365.253931461783,418.3797566861645
9929.944279978854,350.44243915140123,358.5591858895588
9466.809503846864,392.14559048423206,408.8006111089432
8964.966118150453,409.5349563293535,483.8003120927166
9814.299746486551,426.58736209436495,430.8478028452185
9075.850598829265,350.28159739015507,424.68804669686824
10115.13578052963,409.3758995447183,384.629815673514
8979.41091709749,387.2373272555314,413.28916316128465
10190.705939346532,408.9860372627103,417.05597406755095
7089.825788113838,409.4493834472278,430.17851527106774
8827.139460000823,372.44756715209445,442.48178154209216
9312.210735677367,369.1048255885161,384.9283324073911
9342.629768293951,376.8901028399968,408.57224003251224
7952.427909156204,362.94449354117506,367.4154536412873
9297.812303776094,312.15193125313107,391.4669892222394
8820.880206041642,367.8522209503186,453.78807622767783
8595.745483085677,382.9623538627119,414.29160881010876
8752.97981861456,343.3244692445692,450.34704662167314
7972.876235756207,420.96484456066736,365.85193547411905
9294.681915924411,407.73479379568107,341.38560465518555
