cuDensity,cuThermCond,cuSpecHeat
6559.430772471948,389.76618088159915,394.11462235989046
9666.77981867985,382.82787233582246,447.82169857478027
7546.09666311735,458.72515181624397,439.78642960677007
8330.24578663435,395.7759558775708,394.7258516886593
10475.573395680829,392.1411116303404,374.7578604590006
7683.381211718454,408.52353754451025,437.5016231129855
9566.816490245192,411.06640702732807,372.4876780955625
9897.140076686623,391.9325188716478,338.734314845534
9308.925575708052,363.1571338564384,420.9203866393495
8480.147432563244,454.77591044119856,414.4601042200863
8856.326563303895,398.6413117907159,489.4988901309033
8848.851728518614,375.11620474141097,344.8143707983536
8998.453411668619,410.10365991058364,483.73688722955126
8558.456636950661,377.2207693614475,388.83403989037106
8018.0670862365205,379.1976916724725,428.85944831657224
8656.445123441426,347.1982297114203,399.4320690028559
8807.324591837018,386.5893582567014,421.7616116454805
8117.406115470889,373.3309780110057,490.4491039357334
8739.721569523186,442.49701303807694,440.98524602819555
11131.860624274437,406.97583406256047,347.49811204026065
8684.68789241966,315.2486735429799,327.41310240323514
8230.706658587053,369.2986696083881,419.08628567083247
9287.856285322434,342.9212188284419,391.02306059302373
7820.86621098954,449.68244909259687,398.81086681178897
8626.079092107422,406.54511182615266,390.33139404961304
9110.369752085282,412.9165421689585,397.01830034139465
10146.20998389328,443.85624719761057,419.77443467712806
8333.684502700098,410.6656365074922,434.1181232941687
9259.332900641077,384.04575097300835,436.82000540696697
8820.90063247929,393.8001378424405,427.17505855280655
9059.08864818742,359.3952742546361,327.2721987378285
8165.56120071626,384.37670846507325,445.90357700258687
10300.114326606777,368.85981962615466,381.2044445025203
9087.396847947522,379.7046165274586,428.3853817921268
8950.95799590818,389.3010005912976,436.0540337097654
8111.988335412491,356.79331349798036,442.37161457868166
10223.6671706665,368.62776780441226,459.32643789656095
9855.419684819268,377.6042505976918,399.14066747948414
7687.771728662442,358.48934107069846,434.7996332147559
10120.380372951317,412.30098514510706,412.86662206960307
10423.126642671346,400.96022637386795,409.85265222967723
7873.508927911453,407.2309719731136,416.3609250782816
8204.184168574633,368.2287267603292,398.1120596122593
7821.270032101865,400.87125390710264,410.11301225760997
9590.082963401253,289.7205845285052,417.48239428784075
9965.740124327716,374.6463453518994,338.17709150238494
9119.801576945682,360.8247150018495,464.4312150300537
7841.12548020191,407.8059571222001,460.27893989457095
9524.855256611894,318.86419861279023,442.84470802828696
7496.585734781913,368.42485393414074,365.4786995164955
8217.30628203178,367.72454320367984,401.9773184030522
8490.69136737099,349.33748519000744,365.2870200055891
8089.271406859522,407.5136639554114,452.21619132617616
8306.158621473605,455.7871580210662,438.71740018360674
8314.949698449855,367.5313531172886,424.6506720978223
9568.604372379443,412.42701935442386,459.4844661359616
8502.10884710288,379.40206718726427,362.4450529144349
9644.052457978265,419.1917416574517,376.9473775984935
8006.79063729153,396.0361830741043,378.01077912919254
10100.419223928084,443.012764498031,416.50257268107504
